,ArtistName,ArtistSales,CustomerName,CustomerSpend
207,Queen,36.63,Ellie Sullivan,3.96
208,Queen,36.63,Robert Brown,3.96
209,Queen,36.63,Frank Ralston,3.96
210,Creedence Clearwater Revival,36.63,John Gordon,2.97
211,Queen,36.63,Alexandre Rocha,2.97
212,Creedence Clearwater Revival,36.63,Luis Rojas,1.98
213,Creedence Clearwater Revival,36.63,Mark Taylor,1.98
214,Creedence Clearwater Revival,36.63,Fynn Zimmermann,1.98
215,Queen,36.63,Lucas Mancini,1.98
216,Queen,36.63,Ladislav Kovács,1.98
217,Queen,36.63,Terhi Hämäläinen,1.98
218,Queen,36.63,Niklas Schröder,1.98
219,Queen,36.63,Leonie Köhler,1.98
220,Creedence Clearwater Revival,36.63,Steve Murray,0.99
221,Creedence Clearwater Revival,36.63,Dominique Lefebvre,0.99
222,Creedence Clearwater Revival,36.63,Bjørn Hansen,0.99
223,Queen,36.63,Stanisław Wójcik,0.99
224,Queen,36.63,Marc Dubois,0.99
225,Queen,36.63,Edward Francis,0.99
226,Queen,36.63,Patrick Gray,0.99
227,Battlestar Galactica (Classic),35.82,Terhi Hämäläinen,7.96
228,Battlestar Galactica (Classic),35.82,Julia Barnett,7.96
229,Battlestar Galactica (Classic),35.82,Johannes Van der Berg,5.97
230,Battlestar Galactica (Classic),35.82,Wyatt Girard,3.98
231,Battlestar Galactica (Classic),35.82,Luís Gonçalves,3.98
232,Battlestar Galactica (Classic),35.82,Puja Srivastava,1.99
233,Battlestar Galactica (Classic),35.82,Ladislav Kovács,1.99
234,Battlestar Galactica (Classic),35.82,João Fernandes,1.99
235,Guns N' Roses,35.64,Hugh O'Reilly,5.94
236,Guns N' Roses,35.64,Richard Cunningham,5.94
237,Guns N' Roses,35.64,Luís Gonçalves,5.94
238,Guns N' Roses,35.64,Jack Smith,3.96
239,Guns N' Roses,35.64,Kathy Chase,2.97
240,Guns N' Roses,35.64,Diego Gutiérrez,1.98
241,Guns N' Roses,35.64,Dominique Lefebvre,1.98
242,Guns N' Roses,35.64,Jennifer Peterson,1.98
243,Guns N' Roses,35.64,Fernanda Ramos,1.98
244,Guns N' Roses,35.64,Astrid Gruber,1.98
245,Guns N' Roses,35.64,Roberto Almeida,0.99
246,Titãs,33.66,Jack Smith,5.94
247,Titãs,33.66,Diego Gutiérrez,4.95
248,Titãs,33.66,Joakim Johansson,4.95
249,Titãs,33.66,Martha Silk,4.95
250,Titãs,33.66,Lucas Mancini,3.96
251,Titãs,33.66,Fynn Zimmermann,2.97
252,Titãs,33.66,Ladislav Kovács,1.98
253,Titãs,33.66,Isabelle Mercier,1.98
254,Titãs,33.66,Wyatt Girard,0.99
255,Titãs,33.66,Helena Holý,0.99
256,Green Day,32.67,Kathy Chase,3.96
257,Green Day,32.67,Enrique Muñoz,2.97
258,Green Day,32.67,Dominique Lefebvre,2.97
259,Green Day,32.67,Edward Francis,2.97
260,Green Day,32.67,Richard Cunningham,2.97
261,Green Day,32.67,Victor Stevens,2.97
262,Green Day,32.67,František Wichterlová,2.97
263,Green Day,32.67,Luis Rojas,1.98
264,Green Day,32.67,Diego Gutiérrez,1.98
265,Green Day,32.67,Steve Murray,1.98
266,Green Day,32.67,Emma Jones,1.98
267,Green Day,32.67,Joakim Johansson,0.99
268,Green Day,32.67,Tim Goyer,0.99
269,Green Day,32.67,Alexandre Rocha,0.99
270,Pearl Jam,31.68,Edward Francis,7.92
271,Pearl Jam,31.68,Eduardo Martins,6.93
272,Pearl Jam,31.68,Enrique Muñoz,5.94
273,Pearl Jam,31.68,Leonie Köhler,4.95
274,Pearl Jam,31.68,Alexandre Rocha,3.96
275,Pearl Jam,31.68,Marc Dubois,1.98
276,Kiss,30.69,Terhi Hämäläinen,4.95
277,Kiss,30.69,Edward Francis,3.96
278,Kiss,30.69,Luís Gonçalves,3.96
279,Kiss,30.69,Ellie Sullivan,2.97
280,Kiss,30.69,Manoj Pareek,1.98
281,Kiss,30.69,Diego Gutiérrez,1.98
282,Kiss,30.69,Steve Murray,1.98
283,Kiss,30.69,Fynn Zimmermann,1.98
284,Kiss,30.69,Jennifer Peterson,1.98
285,Kiss,30.69,Leonie Köhler,1.98
286,Kiss,30.69,Mark Taylor,0.99
287,Kiss,30.69,Johannes Van der Berg,0.99
288,Kiss,30.69,João Fernandes,0.99
289,Van Halen,28.71,Hannah Schneider,7.92
290,Van Halen,28.71,Terhi Hämäläinen,5.94
291,Van Halen,28.71,Frank Harris,5.94
292,Van Halen,28.71,František Wichterlová,3.96
293,Various Artists,28.71,Marc Dubois,3.96
294,Various Artists,28.71,Luís Gonçalves,3.96
295,Various Artists,28.71,Dominique Lefebvre,2.97
296,Various Artists,28.71,John Gordon,2.97
297,Van Halen,28.71,Mark Taylor,1.98
298,Van Halen,28.71,Victor Stevens,1.98
299,Various Artists,28.71,Camille Bernard,1.98
300,Various Artists,28.71,Madalena Sampaio,1.98
301,Various Artists,28.71,Kathy Chase,1.98
302,Various Artists,28.71,Dan Miller,1.98
303,Various Artists,28.71,Leonie Köhler,1.98
304,Van Halen,28.71,Edward Francis,0.99
305,Various Artists,28.71,Puja Srivastava,0.99
306,Various Artists,28.71,João Fernandes,0.99
307,Various Artists,28.71,Tim Goyer,0.99
308,Various Artists,28.71,Kara Nielsen,0.99
309,Various Artists,28.71,François Tremblay,0.99
310,Red Hot Chili Peppers,26.73,Dominique Lefebvre,7.92
311,Red Hot Chili Peppers,26.73,Johannes Van der Berg,5.94
312,Red Hot Chili Peppers,26.73,Dan Miller,4.95
313,Chico Buarque,26.73,Richard Cunningham,4.95
314,Red Hot Chili Peppers,26.73,Kara Nielsen,3.96
315,Chico Buarque,26.73,Wyatt Girard,3.96
316,Chico Buarque,26.73,Joakim Johansson,2.97
317,Chico Buarque,26.73,Roberto Almeida,2.97
318,Red Hot Chili Peppers,26.73,Puja Srivastava,1.98
319,Red Hot Chili Peppers,26.73,Robert Brown,1.98
320,Chico Buarque,26.73,Puja Srivastava,1.98
321,Chico Buarque,26.73,Dominique Lefebvre,1.98
322,Chico Buarque,26.73,Niklas Schröder,1.98
323,Chico Buarque,26.73,Martha Silk,1.98
324,Chico Buarque,26.73,Alexandre Rocha,1.98
325,Chico Buarque,26.73,Camille Bernard,0.99
326,Chico Buarque,26.73,Fynn Zimmermann,0.99
327,Heroes,25.87,Luis Rojas,5.97
328,Heroes,25.87,Fynn Zimmermann,5.97
329,Heroes,25.87,Richard Cunningham,3.98
330,Heroes,25.87,Helena Holý,3.98
331,Heroes,25.87,Ladislav Kovács,1.99
332,Heroes,25.87,Camille Bernard,1.99
333,Heroes,25.87,František Wichterlová,1.99
334,Lenny Kravitz,25.74,Terhi Hämäläinen,4.95
335,Lenny Kravitz,25.74,Enrique Muñoz,1.98
336,Lenny Kravitz,25.74,Stanisław Wójcik,1.98
337,Lenny Kravitz,25.74,Ladislav Kovács,1.98
338,Lenny Kravitz,25.74,Fernanda Ramos,1.98
339,Lenny Kravitz,25.74,Eduardo Martins,1.98
340,Lenny Kravitz,25.74,Kara Nielsen,1.98
341,Lenny Kravitz,25.74,František Wichterlová,1.98
342,Lenny Kravitz,25.74,Emma Jones,0.99
343,Lenny Kravitz,25.74,Johannes Van der Berg,0.99
344,Lenny Kravitz,25.74,Ellie Sullivan,0.99
345,Lenny Kravitz,25.74,Edward Francis,0.99
346,Lenny Kravitz,25.74,Robert Brown,0.99
347,Lenny Kravitz,25.74,Victor Stevens,0.99
348,Lenny Kravitz,25.74,Alexandre Rocha,0.99
349,Chico Science & Nação Zumbi,24.75,Hugh O'Reilly,5.94
350,Chico Science & Nação Zumbi,24.75,Aaron Mitchell,5.94
351,Chico Science & Nação Zumbi,24.75,Roberto Almeida,5.94
352,Chico Science & Nação Zumbi,24.75,Luís Gonçalves,2.97
353,Chico Science & Nação Zumbi,24.75,Emma Jones,1.98
354,Chico Science & Nação Zumbi,24.75,Joakim Johansson,1.98
355,Battlestar Galactica,23.88,Luis Rojas,5.97
356,Battlestar Galactica,23.88,Fynn Zimmermann,5.97
357,Battlestar Galactica,23.88,Jack Smith,3.98
358,Battlestar Galactica,23.88,Helena Holý,3.98
359,Battlestar Galactica,23.88,Joakim Johansson,1.99
360,Battlestar Galactica,23.88,Richard Cunningham,1.99
361,Tim Maia,23.76,Alexandre Rocha,5.94
362,Tim Maia,23.76,Diego Gutiérrez,3.96
363,Tim Maia,23.76,Patrick Gray,3.96
364,Smashing Pumpkins,23.76,Stanisław Wójcik,3.96
365,Smashing Pumpkins,23.76,Robert Brown,3.96
366,Smashing Pumpkins,23.76,Daan Peeters,3.96
367,Ozzy Osbourne,23.76,Joakim Johansson,3.96
368,Smashing Pumpkins,23.76,Kara Nielsen,2.97
369,Ozzy Osbourne,23.76,Mark Taylor,2.97
370,Ozzy Osbourne,23.76,Madalena Sampaio,2.97
371,Ozzy Osbourne,23.76,Kathy Chase,2.97
372,Ozzy Osbourne,23.76,Kara Nielsen,2.97
373,Ozzy Osbourne,23.76,Luís Gonçalves,2.97
374,Tim Maia,23.76,Julia Barnett,1.98
375,Tim Maia,23.76,Victor Stevens,1.98
376,Tim Maia,23.76,John Gordon,1.98
377,Smashing Pumpkins,23.76,Roberto Almeida,1.98
378,Smashing Pumpkins,23.76,Helena Holý,1.98
379,Smashing Pumpkins,23.76,Bjørn Hansen,1.98
380,Ozzy Osbourne,23.76,Steve Murray,1.98
381,Ozzy Osbourne,23.76,João Fernandes,1.98
382,Tim Maia,23.76,Enrique Muñoz,0.99
383,Tim Maia,23.76,Martha Silk,0.99
384,Tim Maia,23.76,Heather Leacock,0.99
385,Tim Maia,23.76,Jack Smith,0.99
386,Smashing Pumpkins,23.76,Frank Ralston,0.99
387,Smashing Pumpkins,23.76,John Gordon,0.99
388,Smashing Pumpkins,23.76,François Tremblay,0.99
389,Ozzy Osbourne,23.76,Marc Dubois,0.99
390,Foo Fighters,21.78,Diego Gutiérrez,4.95
391,Foo Fighters,21.78,Johannes Van der Berg,4.95
392,Foo Fighters,21.78,Jack Smith,4.95
393,Foo Fighters,21.78,Fynn Zimmermann,3.96
394,Antônio Carlos Jobim,21.78,Dan Miller,3.96
395,Foo Fighters,21.78,Julia Barnett,1.98
396,Antônio Carlos Jobim,21.78,Marc Dubois,1.98
397,Antônio Carlos Jobim,21.78,Heather Leacock,1.98
398,Antônio Carlos Jobim,21.78,Kathy Chase,1.98
399,Antônio Carlos Jobim,21.78,Michelle Brooks,1.98
400,Antônio Carlos Jobim,21.78,Frank Harris,1.98
401,Antônio Carlos Jobim,21.78,Mark Philips,1.98
402,Antônio Carlos Jobim,21.78,Leonie Köhler,1.98
403,Foo Fighters,21.78,Luis Rojas,0.99
404,Antônio Carlos Jobim,21.78,Phil Hughes,0.99
405,Antônio Carlos Jobim,21.78,Wyatt Girard,0.99
406,Antônio Carlos Jobim,21.78,Jennifer Peterson,0.99
407,Antônio Carlos Jobim,21.78,François Tremblay,0.99
408,Cássia Eller,20.79,Stanisław Wójcik,4.95
409,Cássia Eller,20.79,Robert Brown,4.95
410,Cássia Eller,20.79,Bjørn Hansen,4.95
411,Caetano Veloso,20.79,Helena Holý,4.95
412,Caetano Veloso,20.79,Joakim Johansson,3.96
413,Caetano Veloso,20.79,Heather Leacock,3.96
414,Cássia Eller,20.79,Michelle Brooks,2.97
415,Cássia Eller,20.79,Eduardo Martins,1.98
416,Caetano Veloso,20.79,John Gordon,1.98
417,Caetano Veloso,20.79,Dan Miller,1.98
418,Caetano Veloso,20.79,Michelle Brooks,1.98
419,Cássia Eller,20.79,Kara Nielsen,0.99
420,Caetano Veloso,20.79,Richard Cunningham,0.99
421,Caetano Veloso,20.79,Jack Smith,0.99
422,Gilberto Gil,19.8,Fynn Zimmermann,3.96
423,Gilberto Gil,19.8,Frank Harris,3.96
424,Spyro Gyra,19.8,František Wichterlová,2.97
425,Gilberto Gil,19.8,Luis Rojas,2.97
426,Gilberto Gil,19.8,Jack Smith,2.97
427,Spyro Gyra,19.8,Enrique Muñoz,1.98
428,Spyro Gyra,19.8,Terhi Hämäläinen,1.98
429,Spyro Gyra,19.8,Aaron Mitchell,1.98
430,Spyro Gyra,19.8,Edward Francis,1.98
431,Spyro Gyra,19.8,Michelle Brooks,1.98
432,Spyro Gyra,19.8,Jack Smith,1.98
433,Gilberto Gil,19.8,Mark Philips,1.98
434,Gilberto Gil,19.8,Roberto Almeida,1.98
435,Spyro Gyra,19.8,Stanisław Wójcik,0.99
436,Spyro Gyra,19.8,Hugh O'Reilly,0.99
437,Spyro Gyra,19.8,Isabelle Mercier,0.99
438,Spyro Gyra,19.8,Tim Goyer,0.99
439,Spyro Gyra,19.8,Frank Harris,0.99
440,Gilberto Gil,19.8,Diego Gutiérrez,0.99
441,Gilberto Gil,19.8,Alexandre Rocha,0.99
442,The Who,18.81,Enrique Muñoz,4.95
443,The Who,18.81,Astrid Gruber,3.96
444,The Who,18.81,Julia Barnett,2.97
445,The Who,18.81,Daan Peeters,1.98
446,The Who,18.81,František Wichterlová,1.98
447,The Who,18.81,François Tremblay,1.98
448,The Who,18.81,Leonie Köhler,0.99
449,Jamiroquai,17.82,Helena Holý,5.94
450,The Rolling Stones,17.82,Lucas Mancini,4.95
451,The Rolling Stones,17.82,Daan Peeters,4.95
452,Jamiroquai,17.82,Ladislav Kovács,4.95
453,Amy Winehouse,17.82,John Gordon,3.96
454,Amy Winehouse,17.82,Astrid Gruber,3.96
455,The Rolling Stones,17.82,Julia Barnett,3.96
456,The Rolling Stones,17.82,Patrick Gray,3.96
457,Djavan,17.82,Fynn Zimmermann,3.96
458,Jamiroquai,17.82,João Fernandes,2.97
459,Jamiroquai,17.82,Mark Philips,2.97
460,Djavan,17.82,Manoj Pareek,2.97
461,Djavan,17.82,Tim Goyer,2.97
462,Amy Winehouse,17.82,Patrick Gray,1.98
463,Amy Winehouse,17.82,Frank Ralston,1.98
464,Amy Winehouse,17.82,Kathy Chase,1.98
465,Amy Winehouse,17.82,Tim Goyer,1.98
466,Djavan,17.82,Niklas Schröder,1.98
467,Djavan,17.82,Madalena Sampaio,1.98
468,Djavan,17.82,Ellie Sullivan,1.98
469,Amy Winehouse,17.82,Michelle Brooks,0.99
470,Amy Winehouse,17.82,Fernanda Ramos,0.99
471,Jamiroquai,17.82,Victor Stevens,0.99
472,Djavan,17.82,Marc Dubois,0.99
473,Djavan,17.82,Aaron Mitchell,0.99
474,Legião Urbana,16.83,Terhi Hämäläinen,4.95
475,The Tea Party,16.83,Hugh O'Reilly,3.96
476,Legião Urbana,16.83,Emma Jones,3.96
477,Legião Urbana,16.83,Frank Ralston,3.96
478,Gene Krupa,16.83,Manoj Pareek,3.96
479,The Tea Party,16.83,Julia Barnett,2.97
480,The Tea Party,16.83,Daan Peeters,2.97
481,Legião Urbana,16.83,Fernanda Ramos,2.97
482,Gene Krupa,16.83,Dominique Lefebvre,2.97
483,Miles Davis,16.83,Puja Srivastava,2.97
484,Miles Davis,16.83,Dominique Lefebvre,2.97
485,The Tea Party,16.83,Lucas Mancini,1.98
486,The Tea Party,16.83,Terhi Hämäläinen,1.98
487,The Tea Party,16.83,Wyatt Girard,1.98
488,Gene Krupa,16.83,Puja Srivastava,1.98
489,Gene Krupa,16.83,Diego Gutiérrez,1.98
490,Gene Krupa,16.83,Steve Murray,1.98
491,Gene Krupa,16.83,Dan Miller,1.98
492,Miles Davis,16.83,Camille Bernard,1.98
493,Miles Davis,16.83,Martha Silk,1.98
494,Miles Davis,16.83,John Gordon,1.98
495,Miles Davis,16.83,Dan Miller,1.98
496,Miles Davis,16.83,François Tremblay,1.98
497,The Tea Party,16.83,Marc Dubois,0.99
498,Legião Urbana,16.83,Ellie Sullivan,0.99
499,Gene Krupa,16.83,Phil Hughes,0.99
500,Gene Krupa,16.83,François Tremblay,0.99
501,Miles Davis,16.83,Joakim Johansson,0.99
502,The Cult,15.84,Tim Goyer,4.95
503,Cidade Negra,15.84,Emma Jones,4.95
504,The Cult,15.84,Patrick Gray,3.96
505,Cidade Negra,15.84,Kathy Chase,3.96
506,AC/DC,15.84,Bjørn Hansen,3.96
507,The Cult,15.84,Lucas Mancini,2.97
508,Cidade Negra,15.84,Aaron Mitchell,2.97
509,Cidade Negra,15.84,Luís Gonçalves,2.97
510,Audioslave,15.84,Wyatt Girard,2.97
511,Audioslave,15.84,François Tremblay,2.97
512,AC/DC,15.84,Lucas Mancini,2.97
513,AC/DC,15.84,Ellie Sullivan,2.97
514,AC/DC,15.84,Fernanda Ramos,2.97
515,The Cult,15.84,Manoj Pareek,1.98
516,The Cult,15.84,Daan Peeters,1.98
517,Audioslave,15.84,Isabelle Mercier,1.98
518,Audioslave,15.84,Frank Ralston,1.98
519,Audioslave,15.84,John Gordon,1.98
520,Audioslave,15.84,Heather Leacock,1.98
521,AC/DC,15.84,Daan Peeters,1.98
522,Cidade Negra,15.84,Marc Dubois,0.99
523,Audioslave,15.84,Mark Philips,0.99
524,Audioslave,15.84,Bjørn Hansen,0.99
525,AC/DC,15.84,Phil Hughes,0.99
526,Milton Nascimento,14.85,John Gordon,4.95
527,Soundgarden,14.85,Julia Barnett,3.96
